OBJECTID,REGION_NAME,ROUTE_NAME,ROUTE_CODE,MDU_NAME,MDU_CODE,TME_NAME,TME_CODE,TSM_NAME,TSM_CODE,SHAPE_Length,SHAPE_Area
"557",,,,,,,,NON NETWORK RAIL NE,XB,3890.09091265675,155690.528626266
"558",,,,,,,,NON NETWORK RAIL EC,XE,623.221819334729,618.69677568688
"559",,,,,,,,NON NETWORK RAIL EC,XE,90.1491414005563,429.150729055542
"560",,,,,,,,NON NETWORK RAIL EC,XE,492.165684481504,398.216555985965
"561",,,,,,,,NON NETWORK RAIL EC,XE,2564.51967174825,102587.741686982
"562",,,,,,,,NON NETWORK RAIL WEST,XD,971.136156809188,12442.8458622503
"563",,,,,,,,NON NETWORK RAIL LNWS,XC,2064.9100661124,13909.7496376464
"564",Eastern,East Midlands,HM,Bedford MDU,HM8,TME Luton,HM8085,TME Bedford,HM8081,2238.53854753556,31819.6120579116
"565",,,,,,,,NON NETWORK RAIL SOU,XF,3921.84268104163,108129.227559367
"566",,,,,,,,NON NETWORK RAIL SOU,XF,3173.82654370364,26150.327011123
"567",Eastern,East Coast,HE,Kings Cross MDU - HE4,HE4,TME Finsbury Park,HE4020,TSM Finsbury Park,HE402011,75520.7930908272,97909021.5975277
"568",Southern,Sussex,HU,Croydon MDU,HU3,TME Croydon North,HU3050,TSM Croydon,HU305002,73212.5226623015,137155796.998668
"569",Southern,Sussex,HU,Croydon MDU,HU3,TME Croydon South,HU3051,TSM Norwood,HU305103,165515.697239385,286829950.820115
"570",Southern,Kent,HK,Lon Bridge MDU,HK4,TME Hither Green,HK4034,TSM Hither Green,HK403404,66333.0071989638,65216638.8876797
"571",,,,,,,,NON NETWORK RAIL SOU,XF,1574.09139506569,31077.6789852767
"572",Southern,Kent,HK,Ashford MDU,HK6,TME Ashford,HK6030,Ashford MDU - HK6,HK6,1378.20520395335,7659.24804351899
"573",Southern,Kent,HK,Ashford MDU,HK6,TME Ashford,HK6030,TSM Ashford,HK603014,290.926065858064,431.704246316448
"574",Southern,Kent,HK,Ashford MDU,HK6,TME Ashford,HK6030,TSM Ashford,HK603014,286205.242640883,1150447909.00824
"575",,,,,,,,NON NETWORK RAIL EC,XE,4031.40865125273,34890.3914118756
"576",,,,,,,,NON NETWORK RAIL ANG,XH,1373.74531905405,20921.9356211917
"577",,,,,,,,NON NETWORK RAIL ANG,XH,1588.60581239123,17909.0527781437
"578",,,,,,,,NON NETWORK RAIL ANG,XH,1055.59701190917,6080.96186443335
"579",Eastern,Anglia,HT,Ipswich MDU,HT7,TME Norwich,HT7003,TSM Norwich,HT700350,329927.029322591,2420792490.51867
"580",,,,,,,,NON NETWORK RAIL EC,XE,840.706908350161,10061.102083191
"581",,,,,,,,NON NETWORK RAIL ANG,XH,498.458776668629,2383.17690221039
"582",,,,,,,,NON NETWORK RAIL NE,XB,5116.26179951683,101357.894034861
"583",,,,,,,,NON NETWORK RAIL NE,XB,3905.21868416096,12646.6266563323
"584",,,,,,,,NON NETWORK RAIL NE,XB,7219.31614573606,127831.576515875
"585",,,,,,,,NON NETWORK RAIL ANG,XH,124.692224102289,72.8883000780231
"586",,,,,,,,NON NETWORK RAIL ANG,XH,553.177948017133,7742.58889201731
"587",,,,,,,,NON NETWORK RAIL ANG,XH,839.204716722513,6859.18858261655
"588",Wales & Western,Wales,HC,Shrewsbury MDU,HC7,TME Shrewsbury,HC7056,TSM Llandudno,HC705622,666265.823181997,4487706035.87684
"589",,,,,,,,NON NETWORK RAIL WAL,XU,1541.3065014752,14994.012278898
"590",,,,,,,,NON NETWORK RAIL SCZ,XK,8514.57057493133,10333.5205287378
"591",,,,,,,,NON NETWORK RAIL SCZ,XK,341.7689813645,620.151456391037
"592",,,,,,,,E W and S RAILWAY,DE,2136.53639262514,30490.6782058862
"593",,,,,,,,NON NETWORK RAIL WEST,XD,514.315344856411,2641.51036078277
"594",,,,,,,,NON NETWORK RAIL WAL,XU,5023.01564492552,24461.0746802804
"595",Wales & Western,Wales,HC,Cardiff MDU,HC6,TME Cardiff,HC6024,TSM Cardiff,HC602406,183895.266252631,440129399.618816
"596",,,,,,,,NON NETWORK RAIL WAL,XU,119.335322260066,174.185446047952
"597",,,,,,,,NON NETWORK RAIL SCZ,XK,1155.93983468768,25162.2748730991
"598",,,,,,,,NON NETWORK RAIL SCZ,XK,543.051985750738,949.872262004696
"599",,,,,,,,NON NETWORK RAIL SCZ,XK,725.773159057926,11171.5435146375
"600",,,,,,,,NON NETWORK RAIL SCZ,XK,268.097346859231,346.472267957604
"601",,,,,,,,NON NETWORK RAIL SCZ,XK,187.743462658437,1033.22661371593
"602",Scotland,Scotland,HL,Motherwell MDU,HL4,TME Motherwell,HL4005,TSM Motherwell,HL400501,108318.826414019,278884897.055894
"603",,,,,,,,NON NETWORK RAIL SCZ,XK,207.028637553833,192.415465427864
"604",,,,,,,,NON NETWORK RAIL SCZ,XK,252.122207850807,249.462107380465
"605",,,,,,,,NON NETWORK RAIL SCZ,XK,185.796685957196,362.757086124373
"606",,,,,,,,NON NETWORK RAIL SCZ,XK,6023.83781790212,34769.9862616401
"607",Scotland,Scotland,HL,Perth MDU,HL2,TME Perth,HL2001,TSM Perth,HL200101,326818.287872693,3559624571.2809
"608",Scotland,Scotland,HL,Edinburgh MDU,HL3,TME Inverkeithing,HL3002,TSM Inverkeithing,HL300201,318042.225595211,1513039188.84588
"609",,,,,,,,E W and S RAILWAY,DE,1796.43625815055,21877.0637359724
"610",Southern,Wessex,HW,Wessex Outer MDU,HW4,TME Bournemouth,HW4087,TSM Bournemouth,HW408752,453753.160242422,1660362804.01821
"611",,,,,,,,NON NETWORK RAIL WEST,XD,1234.36808633776,25527.9252641721
"612",,,,,,,,E W and S RAILWAY,DE,1903.06248079492,18528.4413547508
"613",,,,,,,,NON NETWORK RAIL WAL,XU,33.5018678405016,64.6561609452963
"614",,,,,,,,NON NETWORK RAIL LNWS,XC,579.740272442877,1524.71149360413
"615",,,,,,,,NON NETWORK RAIL LNWS,XC,84.2664937805965,128.449180148549
"616",,,,,,,,NON NETWORK RAIL LNWN,XG,654.04315213105,770.550286740129
"617",,,,,,,,NON NETWORK RAIL LNWN,XG,2574.6762199023,45462.1062350878
"618",,,,,,,,NON NETWORK RAIL LNWN,XG,312.31607092167,289.315769715168
"619",,,,,,,,NON NETWORK RAIL LNWN,XG,1000.80635656546,5764.47907088261
"620",North West & Central,LNW North,HR,Lanc&Cumbria MDU-HR1,HR1,TME Preston,HR1100,TSM Kirkham,HR110015,45155.0390698612,116108362.429679
"621",,,,,,,,NON NETWORK RAIL LNWN,XG,546.224211655944,1653.04202829755
"622",,,,,,,,NON NETWORK RAIL LNWN,XG,739.907050954501,6893.63317896241
"623",,,,,,,,NON NETWORK RAIL LNWN,XG,1058.91872776008,2504.95900230243
"624",,,,,,,,NON NETWORK RAIL SCZ,XK,926.670986044735,5368.3862217961
"625",,,,,,,,NON NETWORK RAIL SCZ,XK,211.725757682578,378.678635753993
"626",,,,,,,,NON NETWORK RAIL SCZ,XK,545.267814351527,2511.14498822957
"627",,,,,,,,NON NETWORK RAIL SCZ,XK,67.9119912932143,54.7322142340773
"628",,,,,,,,E W and S RAILWAY,DE,477.106981907098,5495.69116924565
"629",,,,,,,,NON NETWORK RAIL SCZ,XK,1324.35571249352,27777.9981341278
"630",,,,,,,,NON NETWORK RAIL SCZ,XK,1113.46312942942,4443.78787447668
"631",,,,,,,,NON NETWORK RAIL SCZ,XK,239.112519398108,254.632422143917
"632",,,,,,,,NON NETWORK RAIL WEST,XD,1077.06470811457,9140.49204204597
"633",Southern,Wessex,HW,Wessex Outer MDU,HW4,TME Basingstoke,HW4084,TSM Basingstoke,HW408432,136023.71110418,488457049.435334
"634",,,,,,,,L.U.L.,XL,51800.4887176218,156290.647630565
"635",Southern,Wessex,HW,Wessex Inner MDU,HW2,TME Woking,HW2082,TSM Woking,HW208231,67804.3621860691,181226697.257912
"636",Southern,Sussex,HU,Brighton MDU,HU4,TME Brighton North,HU4052,TSM Horsham,HU405206,169198.546680272,786448608.9179
"637",,,,,,,,NON NETWORK RAIL WEST,XD,6310.14642684245,193945.495530288
"638",,,,,,,,NON NETWORK RAIL EMID,XZ,951.341406345356,31036.2047766802
"639",,,,,,,,NON NETWORK RAIL EMID,XZ,1457.90321212712,9733.56426673825
"640",,,,,,,,NON NETWORK RAIL EMID,XZ,809.195443015826,3215.50083304487
"641",,,,,,,,NON NETWORK RAIL EMID,XZ,1724.03728150525,25231.9161978712
"642",,,,,,,,NON NETWORK RAIL LNWS,XC,1061.34134439512,1055.89407982117
"643",,,,,,,,NON NETWORK RAIL EMID,XZ,1270.80151155171,4126.13604037189
"644",,,,,,,,B.R.B. H.Q. (RA00),C,716.547859566963,844.846283161031
"645",,,,,,,,NON NETWORK RAIL EMID,XZ,1015.09900346249,1284.22732913856
"646",Eastern,East Midlands,HM,Derby MDU,HM9,TME Nottingham,HM9084,TSM Nottingham,HM908442,147346.7770056,702004355.140316
"647",,,,,,,,NON NETWORK RAIL NE,XB,2543.71674480526,29112.5504668397
"648",,,,,,,,NON NETWORK RAIL NE,XB,335.703564030005,4118.52326735182
"649",,,,,,,,NON NETWORK RAIL NE,XB,3848.91911180887,63847.2645057411
"650",,,,,,,,NON NETWORK RAIL NE,XB,1720.95774629773,24552.4065029009
"651",,,,,,,,NON NETWORK RAIL NE,XB,2624.10551389153,40202.1144980472
"652",,,,,,,,NON NETWORK RAIL NE,XB,58.4080545041818,156.051722870532
"653",,,,,,,,NON NETWORK RAIL EC,XE,268.675577845889,982.908458046596
"654",,,,,,,,NON NETWORK RAIL NE,XB,1338.12133191288,20581.8315523493
"655",,,,,,,,NON NETWORK RAIL NE,XB,2090.13217779764,5458.97497591927
"656",,,,,,,,NON NETWORK RAIL NE,XB,727.491244778427,2995.23401538173
"657",,,,,,,,NON NETWORK RAIL NE,XB,1304.04889479602,9534.31023627783
"658",,,,,,,,NON NETWORK RAIL NE,XB,2189.93851350959,54369.6755585529
"659",,,,,,,,NON NETWORK RAIL EC,XE,657.353820374198,622.216557468046
"660",,,,,,,,NON NETWORK RAIL NE,XB,1465.8222257107,15518.261194655
"661",,,,,,,,NON NETWORK RAIL NE,XB,1073.44300917888,9105.87011100031
"662",,,,,,,,E W and S RAILWAY,DE,2504.98668696846,5869.84154051187
"663",,,,,,,,NON NETWORK RAIL WEST,XD,93.3027601799745,84.4436529835038
"664",,,,,,,,NON NETWORK RAIL LNWS,XC,730.00905741646,4816.83120903859
"665",,,,,,,,NON NETWORK RAIL SOU,XF,732.456104301815,6651.81226461029
"666",,,,,,,,NON NETWORK RAIL SOU,XF,1247.92315305322,4855.50489402609
"667",,,,,,,,NON NETWORK RAIL SOU,XF,1532.82471958931,43047.0317078381
"668",Southern,Wessex,HW,Wessex Inner MDU,HW2,TME Clapham,HW2081,TSM Clapham,HW208111,46133.9085055505,42863052.3593003
"669",,,,,,,,NON NETWORK RAIL SOU,XF,1425.16262387084,17746.4556505925
"670",Southern,Kent,HK,Orpington MDU,HK5,TME Orpington,HK5028,TSM Herne Hill,HK502802,72983.2736590221,39675247.8844603
"671",,,,,,,,NON NETWORK RAIL SOU,XF,2028.57622317357,33740.7319866709
"672",,,,,,,,SE TRAINS,HK699903,707.198198433702,7809.69336151909
"673",,,,,,,,NON NETWORK RAIL ANG,XH,733.312907623509,4394.5166237939
"674",,,,,,,,NON NETWORK RAIL ANG,XH,1538.58660672517,7604.34203993154
"675",Eastern,Anglia,HT,Tottenham MDU,HT8,TME Tottenham,HT8036,TSM Tottenham Hale,HT803616,140555.491210761,329393967.981306
"676",Eastern,Anglia,HT,Romford MDU,HT6,TME Barking,HT6037,TSM Barking,HT603702,179056.736443831,146718632.875696
"677",,,,,,,,NON NETWORK RAIL EC,XE,72.9864559848903,197.725885274415
"678",Eastern,Anglia,HT,Tottenham MDU,HT8,TME Ely,HT8035,TSM March,HT803501,528906.105989997,4620468142.97046
"679",Eastern,Anglia,HT,Ipswich MDU,HT7,TME Ipswich,HT7002,TSM Colchester,HT700230,507883.399759977,1716981522.69948
"680",,,,,,,,NON NETWORK RAIL ANG,XH,230.045955907558,991.806432103989
"681",,,,,,,,NON NETWORK RAIL NE,XB,3747.09467052458,50423.0699073499
"682",,,,,,,,NON NETWORK RAIL NE,XB,3466.95239863387,10050.6999029836
"683",,,,,,,,NON NETWORK RAIL WEST,XD,1601.53880098488,19200.1962522882
"684",,,,,,,,NON NETWORK RAIL WAL,XU,2235.98099566374,2237.60014432324
"685",Wales & Western,Wales,HC,Shrewsbury MDU,HC7,TME Hereford,HC7055,TSM Llandrindod,HC705513,369933.322671166,5142889544.06251
"686",Scotland,Scotland,HL,Motherwell MDU,HL4,TME Irvine,HL4004,TSM Maybole,HL400402,594843.282478073,3822348148.58551
"687",,,,,,,,NON NETWORK RAIL SCZ,XK,286.723623714248,269.192584815624
"688",,,,,,,,NON NETWORK RAIL SCZ,XK,58.165363712691,46.9305908491152
"689",,,,,,,,NON NETWORK RAIL SCZ,XK,2733.88139888457,15974.7838676862
"690",,,,,,,,NON NETWORK RAIL WEST,XD,58.3073215836692,101.994066198314
"691",,,,,,,,NON NETWORK RAIL WAL,XU,939.666101453505,10168.7628724877
"692",,,,,,,,NON NETWORK RAIL WAL,XU,4871.96615328889,101684.469301166
"693",,,,,,,,NON NETWORK RAIL WAL,XU,1108.83294761854,25401.1870647748
"694",,,,,,,,NON NETWORK RAIL WAL,XU,988.177905843322,2061.13187177108
"695",,,,,,,,NON NETWORK RAIL WAL,XU,2852.49634989733,3323.56620716701
"696",,,,,,,,NON NETWORK RAIL WAL,XU,1023.09226641125,4930.91979149183
"697",North West & Central,LNW North,HR,Liverpool MDU - HR4,HR4,TME Liverpool,HR4200,TSM Chester,HR420021,370154.694228047,978943528.118516
"698",,,,,,,,NON NETWORK RAIL WAL,XU,2163.67056126819,10589.4979368465
"699",,,,,,,,NON NETWORK RAIL WAL,XU,375.720396860888,2693.69562575653
"700",,,,,,,,NON NETWORK RAIL SCZ,XK,80.6001795394057,107.182120124043
"701",,,,,,,,NON NETWORK RAIL SCZ,XK,408.326430154229,680.512582300101
"702",,,,,,,,NON NETWORK RAIL SCZ,XK,803.497720274857,798.005911557846
"703",,,,,,,,NON NETWORK RAIL SCZ,XK,2885.10752211996,13126.235585692
"704",,,,,,,,NON NETWORK RAIL SCZ,XK,849.087931361992,10482.273170236
"705",,,,,,,,NON NETWORK RAIL SCZ,XK,195.802203002231,164.672064107182
"706",,,,,,,,NON NETWORK RAIL SCZ,XK,2769.47447089995,12754.146268037
"707",Scotland,Scotland,HL,Glasgow MDU,HL5,TME Glasgow East,HL5005,TSM Glasgow East,HL500501,84061.1331123862,321854668.772934
"708",,,,,,,,NON NETWORK RAIL SCZ,XK,1820.96343843153,16391.1364742097
"709",,,,,,,,NON NETWORK RAIL SCZ,XK,190.152442148168,150.653329690702
"710",Scotland,Scotland,HL,Edinburgh MDU,HL3,TME Inverkeithing,HL3002,TSM Stirling,HL300202,265375.597765871,882017039.24794
"711",,,,,,,,NON NETWORK RAIL SCZ,XK,303.187511188679,277.620638097076
"712",,,,,,,,NON NETWORK RAIL SOU,XF,2870.84201423936,60920.1953152411
"713",,,,,,,,NON NETWORK RAIL WEST,XD,1532.68447239945,19190.7071131655
"714",,,,,,,,NON NETWORK RAIL WEST,XD,1601.47129072752,38657.9908890331
"715",,,,,,,,NON NETWORK RAIL WEST,XD,1132.52757162144,31951.9476458197
"716",,,,,,,,NON NETWORK RAIL WEST,XD,1092.42786692195,4956.19785053832
"717",,,,,,,,NON NETWORK RAIL WEST,XD,758.03473186121,2023.58050503868
"718",North West & Central,LNW South,HS,S/wel& Dud MDU - HS7,HS7,TME Sandwell& Dudley,HS7012,TSM Coventry,HS701201,116818.772320422,322358608.603694
"719",North West & Central,LNW South,HS,Saltley MDU - HS6,HS6,TME Saltley,HS6011,TSM Stourbridge,HS601102,321154.553815539,1175692391.59977
"720",,,,,,,,NON NETWORK RAIL LNWN,XG,964.048474437031,18596.6951323576
"721",,,,,,,,NON NETWORK RAIL LNWS,XC,2524.0151465981,57542.1630965766
"722",,,,,,,,NON NETWORK RAIL LNWS,XC,1525.15706313043,33162.3666688803
"723",North West & Central,LNW South,HS,Stafford MDU - HS0,HS0,TME Stafford,HS0003,TSM Stafford,HS000302,184969.338230908,677432630.462233
"724",North West & Central,LNW South,HS,S/wel& Dud MDU - HS7,HS7,TME Sandwell& Dudley,HS7012,TSM Walsall,HS701202,137372.294455969,320464550.382944
"725",,,,,,,,NON NETWORK RAIL LNWN,XG,1152.50589452455,2274.82906290756
"726",,,,,,,,NON NETWORK RAIL LNWN,XG,4418.88522140376,7806.19855421524
"727",North West & Central,LNW North,HR,Liverpool MDU - HR4,HR4,TME Liverpool,HR4200,TSM Edge Hill,HR420022,126401.182022428,210560925.313268
"728",North West & Central,LNW North,HR,Lanc&Cumbria MDU-HR1,HR1,TME Preston,HR1100,TSM Preston,HR110010,145070.098203012,329960378.413098
"729",,,,,,,,NON NETWORK RAIL LNWN,XG,2112.75734908218,47250.9098128284
"730",,,,,,,,NON NETWORK RAIL LNWN,XG,1372.53344309677,21427.668987754
"731",,,,,,,,NON NETWORK RAIL LNWN,XG,596.218492201168,3826.02543106219
"732",,,,,,,,NON NETWORK RAIL LNWN,XG,1960.16352588705,13922.7370190431
"733",North West & Central,LNW North,HR,Lanc&Cumbria MDU-HR1,HR1,TME Carnforth,HR1300,TSM Carnforth,HR130032,358600.872065022,1638088032.90252
"734",,,,,,,,NON NETWORK RAIL LNWN,XG,3768.38137061316,196294.982029891
"735",,,,,,,,NON NETWORK RAIL LNWN,XG,849.89281858729,2975.7510557946
"736",,,,,,,,NON NETWORK RAIL LNWN,XG,1548.69291847608,51587.9543901279
"737",,,,,,,,NON NETWORK RAIL NE,XB,1737.4743688387,65131.54826378
"738",,,,,,,,NON NETWORK RAIL LNWN,XG,1734.67068603255,19249.2983990595
"739",,,,,,,,NON NETWORK RAIL LNWN,XG,611.951149601441,2272.40810493543
"740",,,,,,,,NON NETWORK RAIL LNWN,XG,343.424467782433,4272.06020907232
"741",,,,,,,,NON NETWORK RAIL LNWN,XG,459.055773722687,7134.51271807295
"742",,,,,,,,NON NETWORK RAIL LNWN,XG,650.083305773758,1244.4080847333
"743",Eastern,East Coast,HE,Darlington MDU - HE1,HE1,TME Darlington,HE1064,TSM Darlington,HE106442,336608.93592095,2177149625.80957
"744",,,,,,,,E W and S RAILWAY,DE,708.357292461912,4296.08121033887
"745",,,,,,,,NON NETWORK RAIL SCZ,XK,674.272038312548,749.012401365754
"746",,,,,,,,NON NETWORK RAIL SOU,XF,790.247104368782,5982.82014954974
"747",Wales & Western,Western,HD,Western East MDU,HD7,TME Reading,HD7073,TSM Reading,HD707379,172435.940229079,913417383.268613
"748",,,,,,,,NON NETWORK RAIL WEST,XD,2169.77218568877,10199.8140889148
"749",Wales & Western,Western,HD,Western East MDU,HD7,TME Reading,HD7073,TSM Slough,HD707380,110652.39973022,325542469.186046
"750",Southern,Wessex,HW,Wessex Inner MDU,HW2,TME Woking,HW2082,TSM Guildford,HW208241,239462.795663492,669388185.203544
"751",North West & Central,LNW South,HS,Euston MDU - HS9,HS9,TME Euston,HS9001,TSM Stonebridge Park,HS900102,86215.2649596047,34353118.3218332
"752",,,,,,,,NON NETWORK RAIL LNWS,XC,918.640470039516,9179.52071670195
"753",,,,,,,,NON NETWORK RAIL LNWS,XC,10869.3687036098,1146267.8661978
"754",,,,,,,,NON NETWORK RAIL EMID,XZ,711.653102792349,9042.80570440941
"755",,,,,,,,NON NETWORK RAIL EMID,XZ,1372.84987293523,17006.0861236276
"756",,,,,,,,NON NETWORK RAIL EMID,XZ,3660.85502698146,103831.067390293
"757",,,,,,,,NON NETWORK RAIL LNWS,XC,1226.73129224162,8108.98044595812
"758",,,,,,,,NON NETWORK RAIL EMID,XZ,106.300574962494,106.494293483655
"759",Eastern,East Coast,HE,Peterborough MDU - HE2,HE2,TME Peterborough,HE2022,TSM Peterborough Nth,HE202222,100958.358942698,135756091.277256
"760",,,,,,,,NON NETWORK RAIL EC,XE,93.0918159467363,323.602429630079
"761",,,,,,,,NON NETWORK RAIL NE,XB,667.960729422975,7849.43975077724
"762",,,,,,,,NON NETWORK RAIL NE,XB,480.515999037727,3159.40772464064
"763",Eastern,North and East,HF,Leeds MDU - HF6,HF6,TME Leeds,HF6061,TSM Leeds,HF606111,187532.967623298,382658863.751125
"764",,,,,,,,NON NETWORK RAIL EC,XE,1553.5514060526,29681.973978575
"765",,,,,,,,NON NETWORK RAIL EC,XE,556.236626928868,4281.26082284438
"766",,,,,,,,NON NETWORK RAIL EC,XE,1384.18913909361,23363.0927479502
"767",,,,,,,,NON NETWORK RAIL NE,XB,117.75926224775,303.349083710133
"768",Eastern,East Coast,HE,Doncaster MDU - HE3,HE3,TME Doncaster,HE3023,TSM Doncaster East,HE302333,145704.810627376,248781944.945316
"769",,,,,,,,NON NETWORK RAIL NE,XB,1552.19253885929,8507.86601472834
"770",Eastern,North and East,HF,York MDU - HF7,HF7,TME Knottingley,HF7062,TSM Knottingley East,HF706221,155573.204283992,623491536.000755
"771",,,,,,,,NON NETWORK RAIL NE,XB,940.706948762597,19137.3277007302
"772",,,,,,,,NON NETWORK RAIL NE,XB,1540.07392492667,17298.3192751696
"773",,,,,,,,NON NETWORK RAIL NE,XB,1557.14103438646,43345.0271183416
"774",,,,,,,,NON NETWORK RAIL NE,XB,1556.25331728453,36343.9139265252
"775",Eastern,North and East,HF,Sheffield MDU - HF4,HF4,TME Barnetby,HF4026,TSM Barnetby,HF402652,360181.149235246,1289538907.82925
"776",,,,,,,,NON NETWORK RAIL NE,XB,3800.90292620896,181047.918861004
"777",,,,,,,,NON NETWORK RAIL NE,XB,2537.31119203629,35137.1806488151
"778",,,,,,,,NON NETWORK RAIL NE,XB,421.655983289082,696.435992761538
"779",,,,,,,,NON NETWORK RAIL EC,XE,2938.06150620751,259446.785004681
"780",,,,,,,,NON NETWORK RAIL NE,XB,1929.0322230521,3208.32848707943
"781",,,,,,,,NON NETWORK RAIL SOU,XF,1380.29922733507,18753.92300201
"782",,,,,,,,E W and S RAILWAY,DE,414.041502369533,418.307645596497
"783",,,,,,,,NON NETWORK RAIL SOU,XF,935.699765311859,4217.53172278493
"784",Southern,Kent,HK,Orpington MDU,HK5,TME Orpington,HK5028,TSM NOT KENT NWR MTC,HK6999,330.596654053572,634.058065770769
"785",,,,,,,,NON NETWORK RAIL SOU,XF,1176.30583332784,6161.99423153724
"786",,,,,,,,NON NETWORK RAIL ANG,XH,372.389329077983,1809.62235590981
"787",Eastern,Anglia,HT,Romford MDU,HT6,TME Romford,HT6001,TSM Stratford,HT600110,66602.2654185441,115428861.372657
"788",,,,,,,,NON NETWORK RAIL ANG,XH,916.545551012219,5666.76795077536
"789",,,,,,,,NON NETWORK RAIL SOU,XF,145.247891235339,314.937578516132
"790",,,,,,,,NON NETWORK RAIL SOU,XF,570.490691776577,6215.69470832004
"791",,,,,,,,NON NETWORK RAIL SOU,XF,1015.95292849816,6882.67791203332
"792",,,,,,,,NON NETWORK RAIL SOU,XF,972.622714108079,9537.86838305796
"793",,,,,,,,E W and S RAILWAY,DE,1156.33842070357,40043.5103651409
"794",,,,,,,,NON NETWORK RAIL SOU,XF,619.846252469968,2861.25247386229
"795",Southern,Kent,HK,Ashford MDU,HK6,TME Ashford,HK6030,TSM Ashford,HK603014,178.105705891603,435.837017347501
"796",,,,,,,,NON NETWORK RAIL SOU,XF,1578.7145567128,9561.52541876063
"797",Eastern,Anglia,HT,Romford MDU,HT6,TME Romford,HT6001,TSM Shenfield,HT600120,378574.397639871,864427587.255965
"798",,,,,,,,NON NETWORK RAIL EC,XE,110.4408793839,133.466019978052
"799",,,,,,,,NON NETWORK RAIL EC,XE,2034.74930753638,37636.993092335
"800",,,,,,,,NON NETWORK RAIL ANG,XH,1255.69786088465,8400.71000163913
"801",,,,,,,,NON NETWORK RAIL ANG,XH,531.721073108083,4165.94007525393
"802",,,,,,,,NON NETWORK RAIL ANG,XH,256.077307800637,1176.50874546745
"803",,,,,,,,NON NETWORK RAIL ANG,XH,305.770028997618,932.573150429633
"804",,,,,,,,NON NETWORK RAIL NE,XB,13671.2942071209,570483.489521833
"805",,,,,,,,NON NETWORK RAIL WEST,XD,1436.43988001383,4318.08374840745
"806",,,,,,,,NON NETWORK RAIL WEST,XD,1520.73088842267,19906.6371892684
"807",,,,,,,,NON NETWORK RAIL WAL,XU,2019.83326608223,7137.9703651164
"808",,,,,,,,NON NETWORK RAIL SCZ,XK,540.037399738196,1889.80836417326
"809",,,,,,,,NON NETWORK RAIL WEST,XD,1837.34444366309,41519.2632439954
"810",,,,,,,,NON NETWORK RAIL WEST,XD,687.257744132342,9591.06189813706
"811",Wales & Western,Western,HD,Western West MDU,HD8,TME Exeter,HD8076,TSM Newton Abbot,HD807685,364318.309808294,1802308412.84846
"812",,,,,,,,NON NETWORK RAIL WAL,XU,982.73756288451,3353.48623663656
"813",,,,,,,,NON NETWORK RAIL WAL,XU,3667.69558634308,7081.06807362267
"814",,,,,,,,E W and S RAILWAY,DE,1876.14467236329,21331.0961538716
"815",,,,,,,,NON NETWORK RAIL WEST,XD,3990.35899611962,33076.0158036998
"816",Wales & Western,Wales,HC,Shrewsbury MDU,HC7,TME Hereford,HC7055,TSM Hereford,HC705503,359626.998637295,3302385082.26822
"817",,,,,,,,NON NETWORK RAIL SCZ,XK,1191.02491102772,17379.1021812186
"818",,,,,,,,NON NETWORK RAIL SCZ,XK,433.932716470993,3450.04172190295
"819",,,,,,,,NON NETWORK RAIL SCZ,XK,37332.4369772324,39004.0820136095
"820",Scotland,Scotland,HL,Motherwell MDU,HL4,TME Motherwell,HL4005,TSM Motherwell,HL400501,45970.9577032933,104310206.16638
"821",Scotland,Scotland,HL,Edinburgh MDU,HL3,TME Edinburgh,HL3003,TSM Portobello,HL300301,397495.331287793,3593001911.1596
"822",,,,,,,,NON NETWORK RAIL SCZ,XK,1423.96484800229,7324.69361640599
"823",Scotland,Scotland,HL,Glasgow MDU,HL5,TME Central(Glasgow),HL5006,TSM Central(Glasgow),HL500604,84463.2943574927,62823439.4502804
"824",,,,,,,,NON NETWORK RAIL SCZ,XK,1286.05738666622,28712.1467570456
"825",,,,,,,,NON NETWORK RAIL SCZ,XK,1431.36011565119,7374.35169795348
"826",,,,,,,,NON NETWORK RAIL SCZ,XK,1287.16683392377,19579.8557908846
"827",,,,,,,,NON NETWORK RAIL SCZ,XK,5569.69614260108,68997.9629326143
"828",,,,,,,,NON NETWORK RAIL SCZ,XK,123.634335193903,405.986022677814
"829",,,,,,,,NON NETWORK RAIL SCZ,XK,349.126629968905,321.12153560058
"830",,,,,,,,NON NETWORK RAIL SCZ,XK,1559.74177036502,3037.34875499302
"831",,,,,,,,NON NETWORK RAIL SCZ,XK,1320.43695072235,14567.7786265028
"832",,,,,,,,NON NETWORK RAIL SCZ,XK,394.048736091696,366.149553714465
"833",,,,,,,,NON NETWORK RAIL SCZ,XK,587.5409590278,9724.90145069377
"834",Wales & Western,Wales,HC,Cardiff MDU,HC6,TME Cardiff,HC6024,TSM Cardiff,HC602406,1492.02363374347,25441.270431549
"835",,,,,,,,NON NETWORK RAIL SOU,XF,517.161879285276,2248.9116070859
"836",,,,,,,,NON NETWORK RAIL WEST,XD,1345.7366767254,24624.5209014026
"837",Wales & Western,Western,HD,Western West MDU,HD8,TME Westbury,HD8077,TSM Westbury,HD807788,160038.628778062,738568286.884833
"838",,,,,,,,NON NETWORK RAIL WEST,XD,679.425719264412,5426.48159403612
